   224/299     3.11G   0.01397   0.00405         0   0.01802         6       640    0.9868    0.9312      0.97    0.6674   0.02187  0.004178         0
   225/299     3.11G   0.01421  0.003956         0   0.01816         7       640    0.9743      0.95    0.9687    0.6632   0.02171  0.004293         0
   226/299     3.11G   0.01378  0.003615         0    0.0174         4       640    0.9771    0.9344     0.969    0.6588   0.02203  0.004444         0
   227/299     3.11G   0.01332  0.003702         0   0.01702         1       640    0.9671    0.9219    0.9604    0.6549   0.02237  0.004658         0
   228/299     3.11G   0.01381  0.003875         0   0.01769         8       640    0.9682    0.9499    0.9714    0.6651   0.02164  0.004329         0
   229/299     3.11G   0.01373  0.003893         0   0.01763         7       640    0.9868    0.9312    0.9712    0.6607   0.02193  0.004327         0
   230/299     3.11G   0.01319  0.003454         0   0.01664         2       640    0.9868    0.9343    0.9717    0.6611   0.02195  0.004473         0
   231/299     3.11G   0.01341  0.003659         0   0.01707         5       640    0.9869    0.9437    0.9729     0.665   0.02175  0.004436         0
   232/299     3.11G   0.01364  0.003719         0   0.01735         4       640    0.9652    0.9563    0.9725    0.6626   0.02175  0.004361         0
   233/299     3.11G   0.01331  0.003691         0     0.017         6       640    0.9624    0.9594    0.9699     0.662   0.02169  0.004287         0
   234/299     3.11G   0.01289  0.003729         0   0.01662         5       640    0.9683    0.9531     0.967    0.6574   0.02186  0.004325         0
   235/299     3.11G   0.01334  0.003916         0   0.01725        10       640    0.9746    0.9594    0.9725     0.655   0.02176  0.004258         0
   236/299     3.11G   0.01333  0.003881         0   0.01721         7       640    0.9715    0.9593    0.9736    0.6565   0.02192  0.004262         0
   237/299     3.11G   0.01277  0.003627         0    0.0164         4       640    0.9966    0.9375    0.9723    0.6545   0.02182  0.004232         0
   238/299     3.11G   0.01331  0.003572         0   0.01688         7       640    0.9807    0.9531    0.9722    0.6598   0.02173  0.004241         0
   239/299     3.11G   0.01305  0.003497         0   0.01654         8       640    0.9776    0.9563    0.9763    0.6674   0.02177  0.004177         0
   240/299     3.11G   0.01281  0.003678         0   0.01649         3       640    0.9838      0.95    0.9745    0.6678    0.0217  0.004056         0
   241/299     3.11G   0.01334  0.003563         0   0.01691         5       640    0.9567    0.9656    0.9742    0.6676   0.02174  0.004111         0
   242/299     3.11G   0.01319  0.003647         0   0.01684         3       640      0.99    0.9311    0.9726    0.6711   0.02179  0.004153         0
   243/299     3.11G   0.01314  0.003596         0   0.01674         4       640    0.9625    0.9625    0.9727    0.6668   0.02186  0.004143         0
   244/299     3.11G   0.01284  0.003467         0   0.01631         4       640    0.9649      0.95    0.9723    0.6555   0.02224   0.00426         0
   245/299     3.11G   0.01208  0.003865         0   0.01595         9       640    0.9744    0.9531    0.9734    0.6551   0.02173   0.00419         0
   246/299     3.11G   0.01291  0.003504         0   0.01641         4       640    0.9869    0.9406    0.9728    0.6658    0.0216  0.004095         0
   247/299     3.11G    0.0129  0.003846         0   0.01674         9       640    0.9902    0.9468    0.9717     0.674    0.0215  0.004037         0
   248/299     3.11G   0.01274  0.003658         0    0.0164         3       640    0.9776    0.9594    0.9718    0.6728   0.02138  0.004135         0
   249/299     3.11G   0.01275  0.003483         0   0.01624         4       640    0.9774    0.9531    0.9705    0.6709    0.0216  0.004173         0
   250/299     3.11G   0.01306   0.00362         0   0.01668         3       640    0.9716    0.9623    0.9705    0.6647   0.02152  0.004198         0
   251/299     3.11G   0.01256  0.003473         0   0.01603         3       640    0.9536    0.9624    0.9701    0.6614   0.02158  0.004238         0
   252/299     3.11G   0.01284  0.003859         0    0.0167         9       640    0.9712    0.9531    0.9752    0.6608   0.02165  0.004282         0
   253/299     3.11G   0.01261  0.003452         0   0.01606         5       640    0.9711    0.9437    0.9737    0.6652   0.02165  0.004221         0
   254/299     3.11G   0.01277   0.00358         0   0.01635         4       640    0.9836    0.9375    0.9775    0.6628   0.02191   0.00422         0
   255/299     3.11G   0.01251  0.003591         0    0.0161         3       640    0.9807    0.9563    0.9805    0.6669   0.02193  0.004136         0
   256/299     3.11G   0.01283  0.003661         0   0.01649         4       640    0.9902      0.95    0.9759    0.6622   0.02195  0.004179         0
   257/299     3.11G   0.01311  0.003572         0   0.01669         8       640    0.9686    0.9654    0.9753    0.6673   0.02154   0.00419         0
   258/299     3.11G   0.01236  0.003479         0   0.01583         5       640    0.9777    0.9593     0.973    0.6694   0.02156  0.004172         0
   259/299     3.11G   0.01295  0.003371         0   0.01632         6       640    0.9933    0.9313    0.9707    0.6667   0.02201  0.004207         0
   260/299     3.11G   0.01272  0.003659         0   0.01638         4       640    0.9742    0.9531    0.9752    0.6718   0.02182  0.004146         0
   261/299     3.11G    0.0122  0.003625         0   0.01583         5       640    0.9745    0.9562    0.9757    0.6645   0.02164  0.004248         0
   262/299     3.11G   0.01237  0.003653         0   0.01602         4       640    0.9747    0.9625    0.9761    0.6599   0.02171  0.004257         0
   263/299     3.11G   0.01242  0.003516         0   0.01594         6       640    0.9716    0.9624    0.9747    0.6608    0.0217  0.004206         0
   264/299     3.11G   0.01217  0.003486         0   0.01566         5       640    0.9776    0.9562    0.9769    0.6627    0.0216  0.004248         0
   265/299     3.11G   0.01164  0.003247         0   0.01489         3       640    0.9871    0.9563    0.9735    0.6688   0.02151  0.004251         0
   266/299     3.11G   0.01221   0.00351         0   0.01572         3       640    0.9714    0.9562    0.9726    0.6637   0.02152  0.004339         0
   267/299     3.11G   0.01243  0.003634         0   0.01606         7       640    0.9776     0.953    0.9712    0.6628   0.02165  0.004287         0
   268/299     3.11G    0.0118  0.003407         0   0.01521         8       640    0.9806    0.9469    0.9718    0.6646   0.02173  0.004317         0
   269/299     3.11G   0.01221  0.003552         0   0.01576         4       640    0.9838    0.9469    0.9742    0.6713   0.02143  0.004224         0
   270/299     3.11G    0.0124  0.003459         0   0.01586         6       640    0.9934    0.9406    0.9768    0.6648    0.0215  0.004302         0
   271/299     3.11G   0.01236  0.003581         0   0.01594         4       640    0.9871    0.9593    0.9768    0.6706   0.02128  0.004335         0
   272/299     3.11G   0.01267  0.003542         0   0.01621         1       640    0.9902    0.9498    0.9757    0.6712   0.02145  0.004304         0
   273/299     3.11G   0.01256  0.003372         0   0.01593         5       640    0.9774    0.9469    0.9745     0.669   0.02142  0.004294         0
   274/299     3.11G   0.01271  0.003444         0   0.01616         5       640    0.9709    0.9531    0.9743    0.6607    0.0216  0.004305         0
   275/299     3.11G   0.01217  0.003601         0   0.01577         4       640    0.9836    0.9437    0.9749    0.6624   0.02164  0.004272         0
   276/299     3.11G   0.01187   0.00337         0   0.01524         2       640    0.9838      0.95    0.9783    0.6655   0.02162  0.004241         0
   277/299     3.11G   0.01216  0.003384         0   0.01554         4       640    0.9776    0.9557    0.9761    0.6638   0.02156  0.004167         0
   278/299     3.11G   0.01238  0.003484         0   0.01586         5       640    0.9837    0.9437    0.9782    0.6645   0.02172   0.00414         0
   279/299     3.11G   0.01233  0.003464         0    0.0158         2       640    0.9742    0.9469     0.978    0.6617   0.02171  0.004199         0
   280/299     3.11G   0.01229  0.003438         0   0.01573         9       640    0.9712    0.9498     0.976    0.6693   0.02156  0.004177         0
   281/299     3.11G   0.01215  0.003526         0   0.01568         6       640    0.9677    0.9374    0.9682    0.6717   0.02148  0.004246         0
   282/299     3.11G   0.01202  0.003276         0   0.01529         3       640    0.9868    0.9344    0.9715    0.6697   0.02141  0.004269         0
   283/299     3.11G   0.01147  0.003401         0   0.01487         6       640    0.9712    0.9468    0.9711    0.6633   0.02166  0.004395         0
   284/299     3.11G   0.01189  0.003434         0   0.01533         3       640    0.9678    0.9406    0.9751    0.6603   0.02162  0.004386         0
   285/299     3.11G   0.01192  0.003484         0    0.0154         5       640    0.9653    0.9562    0.9714    0.6656    0.0215  0.004191         0
   286/299     3.11G   0.01235  0.003344         0    0.0157         4       640    0.9508    0.9655    0.9704    0.6639   0.02169   0.00426         0
   287/299     3.11G   0.01189  0.003389         0   0.01528         6       640    0.9682     0.953    0.9714    0.6599   0.02185  0.004443         0
   288/299     3.11G   0.01193  0.003495         0   0.01542         6       640    0.9714    0.9562    0.9754    0.6648    0.0216  0.004427         0
   289/299     3.11G   0.01213  0.003473         0    0.0156         9       640    0.9805    0.9406    0.9753    0.6631    0.0214  0.004425         0
   290/299     3.11G   0.01179  0.003333         0   0.01513         7       640    0.9742    0.9469    0.9707    0.6632   0.02123  0.004363         0
   291/299     3.11G   0.01192  0.003324         0   0.01524         5       640    0.9742    0.9437    0.9734    0.6668   0.02143  0.004318         0
   292/299     3.11G   0.01184  0.003313         0   0.01515         5       640    0.9806    0.9499    0.9741    0.6647   0.02142  0.004306         0
   293/299     3.11G   0.01149  0.003436         0   0.01493         7       640    0.9838    0.9468    0.9772    0.6629   0.02132  0.004322         0
   294/299     3.11G   0.01166   0.00334         0     0.015         6       640    0.9743    0.9468    0.9761    0.6579   0.02142  0.004368         0
   295/299     3.11G   0.01174  0.003544         0   0.01529         7       640    0.9837    0.9437    0.9777    0.6649   0.02124  0.004303         0
   296/299     3.11G    0.0116  0.003259         0   0.01486         4       640    0.9867    0.9281    0.9726    0.6683   0.02118  0.004332         0
   297/299     3.11G   0.01176  0.003498         0   0.01526         9       640    0.9564     0.959    0.9698     0.671   0.02124  0.004388         0
   298/299     3.11G   0.01168  0.003206         0   0.01488         2       640    0.9932    0.9187    0.9667    0.6643   0.02146  0.004396         0
   299/299     3.11G   0.01192  0.003342         0   0.01526         5       640    0.9898    0.9187    0.9679    0.6674   0.02136  0.004295         0
